Date,Import Energy,Export Energy
1996-03-29,9445,925
1996-03-22,8612,925
1996-03-15,8705,925
1996-03-08,8424,925
1996-03-01,8208,925
1996-02-23,7065,925
1996-02-16,9069,925
1996-02-09,8350,925
1996-02-02,8888,954
1996-01-26,8861,954
1996-01-19,9217,954
1996-01-12,9456,954
1996-01-05,8233,934
1995-12-29,8431,850
1995-12-22,7844,850
1995-12-15,8539,850
1995-12-08,9940,850
1995-12-01,8403,849
1995-11-24,9126,835
1995-11-17,10074,835
1995-11-10,9401,835
1995-11-03,7768,835
1995-10-27,8249,723
1995-10-20,9081,828
1995-10-13,9249,828
1995-10-06,7433,828
1995-09-29,9221,877
1995-09-22,8586,843
1995-09-15,9448,843
1995-09-08,10135,843
1995-09-01,8556,784
1995-08-25,8809,831
1995-08-18,9452,831
1995-08-11,9654,831
1995-08-04,9068,831
1995-07-28,9351,900
1995-07-21,8301,898
1995-07-14,9728,898
1995-07-07,7739,898
1995-06-30,9476,927
1995-06-23,8129,932
1995-06-16,10976,932
1995-06-09,8250,932
1995-06-02,8931,932
1995-05-26,8556,932
1995-05-19,9249,967
1995-05-12,9152,967
1995-05-05,6796,967
1995-04-28,9335,1004
1995-04-21,9790,958
1995-04-14,7142,958
1995-04-07,8226,958
1995-03-31,9322,985
1995-03-24,7509,995
1995-03-17,8161,995
1995-03-10,9716,995
1995-03-03,7443,995
1995-02-24,7703,907
1995-02-17,8054,907
1995-02-10,9579,907
1995-02-03,6841,907
1995-01-27,7722,961
1995-01-20,7860,924
1995-01-13,8096,924
1995-01-06,8559,924
1994-12-30,8713,938
1994-12-23,8219,923
1994-12-16,8318,923
1994-12-09,9015,923
1994-12-02,7665,923
1994-11-25,8720,910
1994-11-18,9307,910
1994-11-11,9459,910
1994-11-04,8206,910
1994-10-28,8272,927
1994-10-21,8270,895
1994-10-14,8671,895
1994-10-07,8737,895
1994-09-30,9786,913
1994-09-23,8284,905
1994-09-16,9840,905
1994-09-09,8851,905
1994-09-02,10585,905
1994-08-26,8670,896
1994-08-19,10027,895
1994-08-12,9903,895
1994-08-05,8411,895
1994-07-29,9773,863
1994-07-22,9605,854
1994-07-15,9931,854
1994-07-08,9763,854
1994-07-01,8561,875
1994-06-24,9689,886
1994-06-17,10286,886
1994-06-10,9218,886
1994-06-03,8726,886
1994-05-27,8760,914
1994-05-20,8479,886
1994-05-13,9044,886
1994-05-06,9665,886
1994-04-29,8488,880
1994-04-22,9717,871
1994-04-15,8305,871
1994-04-08,8769,871
1994-04-01,8638,848
1994-03-25,7455,872
1994-03-18,9690,872
1994-03-11,8110,872
1994-03-04,7851,872
1994-02-25,7931,924
1994-02-18,8733,871
1994-02-11,7993,871
1994-02-04,8910,871
1994-01-28,7769,893
1994-01-21,6910,866
1994-01-14,7927,866
1994-01-07,8058,866
1993-12-31,7985,864
1993-12-24,7131,864
1993-12-17,8333,876
1993-12-10,9202,876
1993-12-03,9710,876
1993-11-26,6960,865
1993-11-19,8553,860
1993-11-12,9359,860
1993-11-05,7713,860
1993-10-29,9346,848
1993-10-22,8525,848
1993-10-15,9346,858
1993-10-08,8135,858
1993-10-01,8139,914
1993-09-24,8131,885
1993-09-17,7871,885
1993-09-10,8034,866
1993-09-03,7863,866
1993-08-27,9635,816
1993-08-20,7483,845
1993-08-13,8100,845
1993-08-06,9073,845
1993-07-30,8024,842
1993-07-23,7201,856
1993-07-16,9559,850
1993-07-09,8268,954
1993-07-02,7907,954
1993-06-25,8342,1002
1993-06-18,9440,1004
1993-06-11,8657,1004
1993-06-04,7667,1004
1993-05-28,8683,962
1993-05-21,7904,962
1993-05-14,9061,962
1993-05-07,8048,962
1993-04-30,9418,981
1993-04-23,8715,986
1993-04-16,7976,986
1993-04-09,8956,986
1993-04-02,7501,986
1993-03-26,9226,1021
1993-03-19,7426,1021
1993-03-12,8706,1021
1993-03-05,7165,1021
1993-02-26,8335,1044
1993-02-19,7574,1029
1993-02-12,8245,1029
1993-02-05,8280,1029
1993-01-29,8132,1102
1993-01-22,8423,1103
1993-01-15,7840,1103
1993-01-08,8824,1103
1993-01-01,7963,1071
1992-12-25,7110,1071
1992-12-18,8256,1061
1992-12-11,8353,1061
1992-12-04,8197,1061
1992-11-27,7999,990
1992-11-20,8366,1011
1992-11-13,7003,1011
1992-11-06,8495,1011
1992-10-30,8563,1072
1992-10-23,7601,1072
1992-10-16,10208,1062
1992-10-09,8342,1062
1992-10-02,8092,1062
1992-09-25,7736,1016
1992-09-18,8437,994
1992-09-11,8479,994
1992-09-04,7426,994
1992-08-28,7974,972
1992-08-21,8085,947
1992-08-14,9476,947
1992-08-07,7492,947
1992-07-31,8432,981
1992-07-24,7832,981
1992-07-17,8279,972
1992-07-10,9540,972
1992-07-03,7580,972
1992-06-26,6779,957
1992-06-19,7837,945
1992-06-12,7633,945
1992-06-05,8135,945
1992-05-29,7355,986
1992-05-22,8421,986
1992-05-15,7527,986
1992-05-08,7685,986
1992-05-01,7830,1057
1992-04-24,7324,1057
1992-04-17,7796,1114
1992-04-10,8402,1114
1992-04-03,6990,1114
1992-03-27,7079,1195
1992-03-20,6808,1090
1992-03-13,7238,1090
1992-03-06,6586,1090
1992-02-28,8264,1029
1992-02-21,5921,1039
1992-02-14,7926,1039
1992-02-07,5775,1039
1992-01-31,7713,1007
1992-01-24,6803,1007
1992-01-17,7479,976
1992-01-10,8059,976
1992-01-03,6157,976
1991-12-27,7714,1020
1991-12-20,7322,983
1991-12-13,7950,983
1991-12-06,8463,983
1991-11-29,6384,1042
1991-11-22,7637,1009
1991-11-15,8220,1009
1991-11-08,7757,1009
1991-11-01,6717,1032
1991-10-25,7120,1032
1991-10-18,7539,1047
1991-10-11,7324,1047
1991-10-04,6943,1047
1991-09-27,7747,798
1991-09-20,9087,798
1991-09-13,7381,798
1991-09-06,8393,798
1991-08-30,7908,1002
1991-08-23,8413,1002
1991-08-16,9154,1002
1991-08-09,8072,1002
1991-08-02,7537,1002
1991-07-26,7152,882
1991-07-19,8478,882
1991-07-12,7274,882
1991-07-05,6552,882
1991-06-28,9091,1062
1991-06-21,7615,1062
1991-06-14,7989,1062
1991-06-07,8433,1062
1991-05-31,8805,892
1991-05-24,7965,892
1991-05-17,7470,892
1991-05-10,8446,892
1991-05-03,7088,892
1991-04-26,7333,871
1991-04-19,6505,871
1991-04-12,7549,871
1991-04-05,7285,871
1991-03-29,6732,1025
1991-03-22,6741,1025
1991-03-15,6041,1025
1991-03-08,7127,1025
1991-03-01,6188,1510
1991-02-22,6221,1510
1991-02-15,6573,1224
1991-02-08,6877,1224
